Frame,Force_N,Mag_Pixels,Timestamp
100,-0.001,286.9049,1779893351.5964
101,-0.001,286.7364,1779893351.7047
102,-0.001,286.9786,1779893351.8139
103,-0.001,287.2289,1779893351.9222
104,-0.001,287.4049,1779893352.0305
105,0.0,287.5455,1779893352.1385
106,0.002,287.6195,1779893352.2466
107,0.006,287.5597,1779893352.3549
108,0.01,287.5763,1779893352.4633
109,0.01,287.5927,1779893352.5718
110,0.009,287.6047,1779893352.6804
111,0.008,287.568,1779893352.7886
112,0.008,287.5976,1779893352.8962
113,0.007,287.6234,1779893353.0045
114,0.006,287.6037,1779893353.1132
115,0.016,287.5511,1779893353.2211
116,0.115,287.6674,1779893353.3296
117,0.135,287.6498,1779893353.4389
118,0.156,287.6271,1779893353.5477
119,0.173,287.6396,1779893353.656
120,0.176,287.724,1779893353.764
121,0.172,287.8373,1779893353.8718
122,0.16,287.9102,1779893353.9802
123,0.006,287.7903,1779893354.0884
124,0.003,284.5742,1779893354.1966
125,0.003,287.2479,1779893354.3051
126,0.003,287.1985,1779893354.4137
127,0.003,287.4562,1779893354.5221
128,0.004,287.5672,1779893354.6301
129,0.007,287.5974,1779893354.7382
130,0.123,287.6542,1779893354.8465
131,0.028,287.6125,1779893354.957
132,0.005,287.2667,1779893355.0661
133,0.001,286.798,1779893355.1747
134,0.001,286.5241,1779893355.2833
135,0.0,286.3093,1779893355.3903
136,0.0,286.2156,1779893355.499
137,0.0,286.5081,1779893355.6085
138,0.0,286.7351,1779893355.7167
139,0.0,286.887,1779893355.8247
140,0.0,287.1748,1779893355.9336
141,0.0,287.3579,1779893356.0422
142,0.0,287.4201,1779893356.1497
143,0.0,287.4411,1779893356.2582
144,0.0,287.3845,1779893356.3663
145,0.0,287.3877,1779893356.4748
146,0.0,287.3682,1779893356.5843
147,0.0,287.3676,1779893356.6946
148,0.0,287.3689,1779893356.803
149,0.0,287.4136,1779893356.9115
150,0.0,287.3923,1779893357.0209
151,0.0,287.37,1779893357.1297
152,0.0,287.3498,1779893357.238
153,0.0,287.3775,1779893357.3459
154,0.0,287.4232,1779893357.4538
155,0.0,287.4029,1779893357.5619
156,0.0,287.4473,1779893357.6702
157,-0.001,287.4333,1779893357.778
158,-0.001,287.4651,1779893357.8861
159,-0.001,287.4423,1779893357.9937
160,-0.001,287.4355,1779893358.1027
161,-0.001,287.4354,1779893358.2108
162,-0.001,287.4197,1779893358.3189
163,-0.001,287.4207,1779893358.4271
164,-0.001,287.4291,1779893358.5357
165,-0.001,287.4733,1779893358.6437
166,-0.001,287.458,1779893358.7519
167,-0.001,287.4592,1779893358.8601
168,-0.001,287.4595,1779893358.9683
169,-0.001,287.495,1779893359.0763
170,-0.001,287.5128,1779893359.1839
171,-0.001,287.4724,1779893359.2916
172,-0.001,287.4992,1779893359.3993
173,-0.001,287.4545,1779893359.5075
174,-0.001,287.4791,1779893359.6157
175,-0.001,287.4835,1779893359.7234
176,-0.001,287.4752,1779893359.8312
177,-0.001,287.4566,1779893359.9401
178,-0.001,287.4998,1779893360.0478
179,-0.001,287.4878,1779893360.1563
180,-0.001,287.4546,1779893360.2643
181,-0.001,287.4494,1779893360.3727
182,-0.001,287.5361,1779893360.4811
183,-0.001,287.4606,1779893360.589
184,-0.001,287.4736,1779893360.6974
185,-0.001,287.5001,1779893360.8058
186,-0.001,287.5092,1779893360.9141
187,-0.001,287.5303,1779893361.0225
188,-0.001,287.4959,1779893361.1309
189,-0.001,287.4945,1779893361.2392
190,-0.001,287.5005,1779893361.3469
191,-0.001,287.4661,1779893361.4544
192,-0.001,287.5015,1779893361.5625
193,-0.001,287.5155,1779893361.6704
194,-0.001,287.4583,1779893361.7782
195,-0.001,287.5299,1779893361.8856
196,-0.001,287.4767,1779893361.9935
197,-0.001,287.4688,1779893362.1014
198,-0.001,287.5099,1779893362.2094
199,-0.001,287.4855,1779893362.3172
200,-0.001,287.4971,1779893362.425
201,-0.001,287.4945,1779893362.533
202,-0.001,287.4658,1779893362.6411
203,-0.001,287.4776,1779893362.7489
204,-0.001,287.4798,1779893362.8575
205,-0.001,287.4889,1779893362.9657
206,-0.001,287.4641,1779893363.0741
207,-0.001,287.5066,1779893363.1818
208,-0.001,287.5316,1779893363.288
209,-0.001,287.5081,1779893363.3956
210,-0.001,287.457,1779893363.5032
211,-0.001,287.5065,1779893363.6111
212,-0.001,287.519,1779893363.7193
213,-0.001,287.529,1779893363.8273
214,-0.001,287.5226,1779893363.9358
215,-0.001,287.5351,1779893364.0441
216,-0.001,287.5377,1779893364.1522
217,-0.001,287.4713,1779893364.2603
218,-0.001,287.5539,1779893364.3693
219,-0.001,287.5358,1779893364.4777
220,-0.001,287.5454,1779893364.5845
221,-0.001,287.5523,1779893364.6925
222,-0.001,287.5148,1779893364.8003
223,-0.001,287.5294,1779893364.909
224,-0.001,287.5313,1779893365.0171
225,-0.001,287.527,1779893365.1248
226,-0.001,287.5379,1779893365.2319
227,-0.001,287.5742,1779893365.3395
228,-0.001,287.515,1779893365.4468
229,-0.001,287.5329,1779893365.5546
230,-0.001,287.5019,1779893365.6626
231,-0.001,287.584,1779893365.7704
232,-0.001,287.5221,1779893365.878
233,-0.001,287.577,1779893365.986
234,-0.001,287.5891,1779893366.0937
235,-0.001,287.5984,1779893366.2034
236,-0.001,287.6045,1779893366.3115
237,-0.001,287.5827,1779893366.4192
238,-0.001,287.5231,1779893366.5278
239,-0.001,287.4677,1779893366.636
240,-0.001,287.3206,1779893366.7442
241,-0.001,287.1018,1779893366.8519
242,-0.001,287.2046,1779893366.9607
243,-0.001,287.4471,1779893367.0688
244,-0.001,287.4516,1779893367.1767
245,-0.001,287.4366,1779893367.2852
246,-0.001,287.1477,1779893367.3932
247,-0.001,286.9152,1779893367.501
248,-0.001,287.0701,1779893367.609
249,-0.001,287.3058,1779893367.7166
250,-0.001,287.5026,1779893367.8247
251,-0.001,287.5705,1779893367.9323
252,-0.001,287.5558,1779893368.0395
253,-0.001,287.5684,1779893368.1474
254,-0.001,287.6257,1779893368.2565
255,-0.001,287.5749,1779893368.3646
256,-0.001,287.6159,1779893368.4719
257,-0.001,287.6374,1779893368.5802
258,-0.001,287.6043,1779893368.6884
259,-0.001,287.59,1779893368.7974
260,-0.001,287.6009,1779893368.9059
261,-0.002,287.6298,1779893369.0142
262,-0.002,287.5845,1779893369.1219
263,-0.002,287.6105,1779893369.2305
264,-0.002,287.6655,1779893369.3385
265,-0.002,287.5955,1779893369.4465
266,-0.002,287.6243,1779893369.5547
267,-0.002,287.5956,1779893369.6626
268,-0.002,287.627,1779893369.7706
269,-0.002,287.6197,1779893369.8785
270,-0.002,287.5921,1779893369.986
271,-0.002,287.6352,1779893370.0937
272,-0.002,287.6352,1779893370.2013
273,-0.002,287.637,1779893370.31
274,-0.002,287.6369,1779893370.4191
275,-0.002,287.6062,1779893370.5272
276,-0.002,287.6,1779893370.6348
277,-0.002,287.599,1779893370.7427
278,-0.002,287.6449,1779893370.8516
279,-0.002,287.608,1779893370.9605
280,-0.002,287.659,1779893371.0688
281,-0.002,287.6654,1779893371.1767
282,-0.002,287.6913,1779893371.2849
283,-0.002,287.7192,1779893371.3925
284,-0.002,287.7549,1779893371.5009
285,-0.002,287.6996,1779893371.6092
286,-0.002,287.6749,1779893371.717
287,-0.002,287.5325,1779893371.8261
288,-0.002,287.4871,1779893371.9349
289,-0.002,287.4238,1779893372.0433
290,-0.002,287.4214,1779893372.1513
291,-0.002,287.466,1779893372.2603
292,-0.002,287.4152,1779893372.3678
293,-0.002,287.4538,1779893372.4768
294,-0.002,287.4688,1779893372.5849
295,-0.002,287.448,1779893372.6938
296,-0.002,287.5822,1779893372.8014
297,-0.002,287.6269,1779893372.9089
298,-0.002,287.7383,1779893373.018
299,-0.002,287.7618,1779893373.1258
300,-0.002,287.7816,1779893373.2341
301,-0.002,287.7566,1779893373.3424
302,-0.002,287.7766,1779893373.4507
303,-0.002,287.6955,1779893373.5593
304,-0.002,287.4519,1779893373.6674
305,-0.002,287.4615,1779893373.7755
306,-0.002,287.4767,1779893373.8845
307,-0.002,287.4387,1779893373.9926
308,-0.002,287.6261,1779893374.1013
309,-0.002,287.7047,1779893374.209
310,-0.002,287.7112,1779893374.3177
311,-0.002,287.6984,1779893374.4258
312,-0.002,287.7687,1779893374.5342
313,-0.002,287.7519,1779893374.6431
314,-0.002,287.738,1779893374.7516
315,-0.002,287.7733,1779893374.8599
316,-0.002,287.7715,1779893374.9685
317,-0.002,287.7854,1779893375.0766
318,-0.002,287.7715,1779893375.1853
319,-0.002,287.7564,1779893375.2976
320,-0.002,287.7613,1779893375.405
321,-0.002,287.7289,1779893375.5141
322,-0.002,287.5196,1779893375.6217
323,-0.002,287.471,1779893375.7299
324,-0.002,287.5298,1779893375.8385
325,-0.002,287.4587,1779893375.9462
326,-0.002,287.48,1779893376.0553
327,-0.002,287.5446,1779893376.1644
328,-0.002,287.5643,1779893376.2721
329,-0.002,287.5852,1779893376.3805
330,-0.002,287.4229,1779893376.4884
331,-0.002,287.0899,1779893376.5971
332,-0.002,286.9485,1779893376.7054
333,-0.002,286.9338,1779893376.8137
334,-0.002,286.7198,1779893376.9217
335,-0.002,285.6024,1779893377.0298
336,-0.002,285.103,1779893377.1383
337,-0.002,285.2193,1779893377.2463
338,-0.002,285.9634,1779893377.354
339,-0.002,288.2643,1779893377.4623
340,-0.002,291.0872,1779893377.5707
341,-0.002,294.2713,1779893377.6791
342,-0.002,296.6691,1779893377.7881
343,-0.002,298.6569,1779893377.8965
344,-0.002,299.5542,1779893378.0048
345,-0.002,300.2503,1779893378.113
346,-0.002,300.6128,1779893378.2209
347,-0.002,300.999,1779893378.33
348,-0.002,301.0841,1779893378.4396
349,-0.002,301.3285,1779893378.5482
350,-0.002,301.4065,1779893378.6561
351,-0.002,301.4747,1779893378.7638
352,-0.002,301.5285,1779893378.8719
353,-0.002,301.5492,1779893378.9805
354,-0.002,301.7211,1779893379.0887
355,-0.002,301.8882,1779893379.1966
356,-0.002,301.9947,1779893379.3046
357,-0.002,302.1726,1779893379.4131
358,-0.002,302.2769,1779893379.5216
359,-0.002,302.229,1779893379.63
360,-0.002,302.0862,1779893379.7378
361,-0.002,302.0505,1779893379.846
362,-0.002,301.8671,1779893379.9548
363,-0.002,301.6933,1779893380.0634
364,-0.002,301.5081,1779893380.1713
365,-0.002,301.3767,1779893380.2791
366,-0.002,301.325,1779893380.3867
367,-0.002,301.2922,1779893380.4943
368,-0.002,301.0992,1779893380.6032
369,-0.002,301.0339,1779893380.7114
370,-0.002,300.9977,1779893380.8191
371,-0.002,300.905,1779893380.9273
372,-0.002,300.7675,1779893381.0352
373,-0.002,300.7944,1779893381.143
374,-0.002,300.7124,1779893381.251
375,-0.002,300.647,1779893381.3586
376,-0.002,300.6297,1779893381.4661
377,-0.002,300.6211,1779893381.5758
378,-0.002,300.5814,1779893381.6841
379,-0.002,300.5365,1779893381.7916
380,-0.002,300.5109,1779893381.8995
381,-0.002,300.4874,1779893382.008
382,-0.002,300.444,1779893382.1165
383,-0.002,300.3808,1779893382.225
384,-0.002,300.3414,1779893382.3333
385,-0.002,300.341,1779893382.4396
386,-0.002,300.217,1779893382.5477
387,-0.002,300.205,1779893382.6569
388,-0.002,300.0789,1779893382.7653
389,-0.002,300.1335,1779893382.8734
390,-0.002,300.0467,1779893382.981
391,-0.002,299.9707,1779893383.089
392,-0.002,299.965,1779893383.1973
393,-0.002,299.9479,1779893383.306
394,-0.002,299.945,1779893383.415
395,-0.002,299.9014,1779893383.524
396,-0.002,299.8734,1779893383.6332
397,-0.002,299.8418,1779893383.7421
398,-0.002,299.8089,1779893383.8503
399,-0.002,299.7278,1779893383.9582
400,-0.002,299.7045,1779893384.067
401,-0.002,299.6797,1779893384.1752
402,-0.002,299.5935,1779893384.2833
403,-0.002,299.5743,1779893384.3918
404,-0.002,299.4035,1779893384.502
405,-0.002,299.3639,1779893384.6103
406,-0.002,299.3389,1779893384.7184
407,-0.002,299.2454,1779893384.8267
408,-0.002,299.1961,1779893384.9354
409,-0.002,299.1421,1779893385.0441
410,-0.002,299.1086,1779893385.1524
411,-0.002,299.131,1779893385.2613
412,-0.002,298.9945,1779893385.3697
413,-0.002,298.9223,1779893385.4782
414,-0.002,298.8663,1779893385.5861
415,-0.002,298.7296,1779893385.6941
416,-0.002,298.693,1779893385.8026
417,-0.002,298.6245,1779893385.9111
418,-0.002,298.58,1779893386.0197
419,-0.002,298.5509,1779893386.1287
420,-0.002,298.4761,1779893386.2367
421,-0.002,298.4906,1779893386.3446
422,-0.002,298.3968,1779893386.4535
423,-0.002,298.375,1779893386.5615
424,-0.002,298.3469,1779893386.6701
425,-0.002,298.2983,1779893386.7784
426,-0.002,298.3159,1779893386.8863
427,-0.002,298.2621,1779893386.9946
428,-0.002,298.2213,1779893387.1028
429,-0.002,298.1941,1779893387.2112
430,-0.002,298.2209,1779893387.3206
431,-0.002,298.1754,1779893387.4282
432,-0.002,298.1691,1779893387.5369
433,-0.002,298.1613,1779893387.6448
434,-0.002,298.177,1779893387.7533
435,-0.002,298.0913,1779893387.861
436,-0.002,298.1803,1779893387.9696
437,-0.002,298.1306,1779893388.0786
438,-0.002,298.1358,1779893388.1866
439,-0.002,298.163,1779893388.2943
440,-0.002,298.0991,1779893388.4023
441,-0.002,298.1202,1779893388.5123
442,-0.002,298.037,1779893388.6211
443,-0.002,297.6623,1779893388.7288
444,-0.002,297.1201,1779893388.8365
445,-0.002,296.3597,1779893388.9447
446,-0.002,295.6667,1779893389.0531
447,-0.002,294.5743,1779893389.1612
448,-0.002,293.6716,1779893389.2693
449,-0.002,292.7323,1779893389.3771
450,-0.002,291.6103,1779893389.4858
451,-0.002,290.145,1779893389.5943
452,-0.002,289.1324,1779893389.7023
453,-0.002,288.1323,1779893389.8105
454,-0.002,287.1596,1779893389.9187
455,-0.002,286.1491,1779893390.0271
456,-0.002,285.6169,1779893390.1354
457,-0.002,285.4183,1779893390.2436
458,-0.002,285.3275,1779893390.3509
459,-0.002,285.3118,1779893390.46
460,-0.002,285.2913,1779893390.5665
461,-0.002,285.4545,1779893390.6761
462,-0.002,285.8895,1779893390.7849
463,-0.002,286.8038,1779893390.8929
464,-0.002,287.6857,1779893391.0016
465,-0.002,288.7661,1779893391.1099
466,-0.002,289.9999,1779893391.2183
467,-0.002,291.8551,1779893391.3268
468,-0.002,293.102,1779893391.4352
469,-0.002,294.3549,1779893391.5435
470,-0.002,295.1789,1779893391.6518
471,-0.002,296.0183,1779893391.7607
472,-0.002,296.534,1779893391.8696
473,-0.002,296.9689,1779893391.9779
474,-0.002,297.2267,1779893392.0855
475,-0.002,297.3674,1779893392.194
476,-0.002,297.4726,1779893392.3025
477,-0.002,297.6235,1779893392.4099
478,-0.002,297.8007,1779893392.5181
479,-0.002,298.0049,1779893392.6287
480,-0.002,298.0694,1779893392.7366
481,-0.002,298.3035,1779893392.844
482,-0.002,298.5581,1779893392.9502
483,-0.002,298.8456,1779893393.0588
484,-0.002,299.1886,1779893393.1676
485,-0.002,299.604,1779893393.2765
486,-0.002,299.9078,1779893393.385
487,-0.002,300.154,1779893393.4941
488,-0.002,300.2992,1779893393.6028
489,-0.002,300.2571,1779893393.7109
490,-0.002,300.7351,1779893393.8186
491,-0.002,301.1266,1779893393.9275
492,-0.002,301.0309,1779893394.036
493,-0.002,301.3593,1779893394.1436
494,-0.002,301.4614,1779893394.2523
495,-0.002,301.3123,1779893394.361
496,-0.002,301.2008,1779893394.4689
497,-0.002,300.9544,1779893394.5776
498,-0.002,301.2397,1779893394.6858
499,-0.002,301.5397,1779893394.7935
500,-0.002,301.8078,1779893394.9024
501,-0.002,301.745,1779893395.0099
502,-0.002,301.9081,1779893395.1184
503,-0.002,302.0359,1779893395.2262
504,-0.002,302.0487,1779893395.3349
505,-0.002,302.131,1779893395.4437
506,-0.002,302.0777,1779893395.5521
507,-0.002,302.0852,1779893395.6603
508,-0.002,302.0618,1779893395.7688
509,-0.002,302.15,1779893395.8768
510,-0.002,302.1733,1779893395.9847
511,-0.002,302.0729,1779893396.0927
512,-0.002,302.0501,1779893396.201
513,-0.002,302.0199,1779893396.3098
514,-0.002,302.0564,1779893396.4188
515,-0.002,301.9109,1779893396.5268
516,-0.002,301.8873,1779893396.6346
517,-0.002,301.9036,1779893396.7423
518,-0.002,301.9172,1779893396.8513
519,-0.002,301.7592,1779893396.9602
520,-0.002,301.8127,1779893397.0683
521,-0.002,301.7616,1779893397.1774
522,-0.002,301.8367,1779893397.2852
523,-0.002,301.7885,1779893397.3934
524,-0.002,301.8176,1779893397.5017
525,-0.002,301.7362,1779893397.6093
526,-0.002,301.7483,1779893397.7172
527,-0.002,301.7189,1779893397.8255
528,-0.002,301.733,1779893397.9336
529,-0.002,301.718,1779893398.0422
530,-0.002,301.6629,1779893398.1513
531,-0.002,301.6781,1779893398.2593
532,-0.002,301.6626,1779893398.3679
533,-0.002,301.6164,1779893398.4768
534,-0.002,301.6263,1779893398.5847
535,-0.002,301.5757,1779893398.691
536,-0.002,301.535,1779893398.8007
537,-0.002,301.5215,1779893398.91
538,-0.002,301.4726,1779893399.0204
539,-0.002,301.3549,1779893399.1307
540,-0.002,301.3625,1779893399.2402
541,-0.002,301.267,1779893399.3481
542,-0.002,301.2796,1779893399.4562
543,-0.002,301.0688,1779893399.564
544,-0.002,300.9463,1779893399.6725
545,-0.002,300.7649,1779893399.7808
546,-0.002,300.4689,1779893399.8888
547,-0.002,300.0847,1779893399.9972
548,-0.002,300.3394,1779893400.1061
549,-0.002,300.6094,1779893400.2152
550,-0.002,300.7722,1779893400.3249
551,-0.002,300.7823,1779893400.4333
552,-0.002,300.7825,1779893400.5397
553,-0.002,300.7204,1779893400.6455
554,-0.002,300.6104,1779893400.7535
555,-0.002,300.6538,1779893400.8625
556,-0.002,300.5848,1779893400.9706
557,-0.002,300.538,1779893401.0791
558,-0.002,300.465,1779893401.1886
559,-0.002,300.4729,1779893401.297
560,-0.002,300.3654,1779893401.4049
561,-0.002,300.339,1779893401.5132
562,-0.002,300.2641,1779893401.6213
563,-0.002,300.1702,1779893401.7299
564,-0.002,300.0536,1779893401.8384
565,-0.002,299.7906,1779893401.947
566,-0.002,299.2689,1779893402.0554
567,-0.002,299.0696,1779893402.1635
568,-0.002,298.7309,1779893402.272
569,-0.002,298.4953,1779893402.3803
570,-0.002,298.58,1779893402.488
571,-0.002,298.9245,1779893402.5965
572,-0.002,299.069,1779893402.7051
573,-0.002,299.2926,1779893402.8146
574,-0.002,299.4456,1779893402.9233
575,-0.002,299.6649,1779893403.0315
576,-0.002,299.6926,1779893403.1397
577,-0.002,299.5889,1779893403.248
578,-0.002,299.503,1779893403.356
579,-0.002,299.5142,1779893403.4636
580,-0.002,299.5539,1779893403.571
581,-0.002,299.4382,1779893403.679
582,-0.002,299.3046,1779893403.7876
583,-0.002,299.2784,1779893403.8959
584,-0.002,299.3049,1779893404.004
585,-0.002,299.2729,1779893404.1121
586,-0.002,299.093,1779893404.2202
587,-0.002,299.0286,1779893404.3284
588,-0.002,299.0342,1779893404.437
589,-0.002,298.9721,1779893404.5453
590,-0.002,298.9264,1779893404.6537
591,-0.002,298.918,1779893404.7619
592,-0.002,298.9094,1779893404.8736
593,-0.002,298.8266,1779893404.9811
594,-0.002,298.8056,1779893405.0891
595,-0.002,298.7337,1779893405.1973
596,-0.002,298.7257,1779893405.3059
597,-0.002,298.6726,1779893405.4139
598,-0.003,298.5653,1779893405.5217
599,-0.002,298.516,1779893405.6297
600,-0.002,298.4822,1779893405.7369
601,-0.002,298.3912,1779893405.8455
602,-0.002,298.3372,1779893405.9544
603,-0.002,298.2841,1779893406.0632
604,-0.002,298.277,1779893406.1724
605,-0.002,298.3199,1779893406.2811
606,-0.002,298.264,1779893406.389
607,-0.002,298.0395,1779893406.4966
608,-0.002,297.7381,1779893406.6044
609,-0.002,297.5885,1779893406.7125
610,-0.002,297.8711,1779893406.8206
611,-0.002,298.0677,1779893406.929
612,-0.002,298.1835,1779893407.0382
613,-0.002,298.2718,1779893407.1466
614,-0.002,298.2247,1779893407.2549
615,-0.002,298.2708,1779893407.3626
616,-0.002,298.1686,1779893407.4705
617,-0.002,298.2114,1779893407.5786
618,-0.002,298.1945,1779893407.6863
619,-0.002,298.2431,1779893407.795
620,-0.002,298.1727,1779893407.9035
621,-0.001,298.3039,1779893408.0117
622,-0.001,298.4186,1779893408.12
623,-0.001,298.5236,1779893408.2286
624,0.0,298.5499,1779893408.3366
625,0.0,298.4037,1779893408.4452
626,0.0,298.7823,1779893408.5537
627,0.001,298.4144,1779893408.6623
628,0.001,298.6857,1779893408.7704
629,0.002,298.9848,1779893408.8789
630,0.002,299.3456,1779893408.9874
631,0.003,299.3449,1779893409.095
632,0.004,299.409,1779893409.2032
633,0.005,299.4562,1779893409.3114
634,0.006,300.1171,1779893409.4194
635,0.007,300.3316,1779893409.5279
636,0.008,300.3025,1779893409.6362
637,0.008,300.3019,1779893409.7442
638,0.009,300.3655,1779893409.8523
639,0.009,300.4005,1779893409.9617
640,0.01,300.3759,1779893410.0702
641,0.01,300.4013,1779893410.1784
642,0.011,300.4695,1779893410.2865
643,0.011,300.4603,1779893410.3943
644,0.012,300.5938,1779893410.5023
645,0.012,301.0054,1779893410.6103
646,0.013,301.3965,1779893410.7183
647,0.014,301.9006,1779893410.8254
648,0.014,302.1364,1779893410.9323
649,0.016,302.4736,1779893411.0407
650,0.017,302.9325,1779893411.149
651,0.019,303.9523,1779893411.2578
652,0.02,304.7163,1779893411.3661
653,0.022,305.628,1779893411.4746
654,0.024,306.4052,1779893411.5831
655,0.025,307.2187,1779893411.6914
656,0.027,307.3484,1779893411.7999
657,0.028,307.3965,1779893411.9082
658,0.029,307.4658,1779893412.0163
659,0.031,307.4974,1779893412.1249
660,0.032,307.5245,1779893412.2328
661,0.033,307.4666,1779893412.3412
662,0.033,307.479,1779893412.4492
663,0.034,307.1389,1779893412.5582
664,0.036,306.9755,1779893412.6663
665,0.037,307.5803,1779893412.7752
666,0.038,308.1542,1779893412.8834
667,0.038,308.4255,1779893412.9927
668,0.039,308.4336,1779893413.1027
669,0.039,308.4511,1779893413.2107
670,0.04,308.1657,1779893413.319
671,0.04,308.1167,1779893413.4278
672,0.04,307.9954,1779893413.537
673,0.04,307.8138,1779893413.6458
674,0.04,307.6411,1779893413.7548
675,0.04,307.2309,1779893413.8618
676,0.04,306.8268,1779893413.9696
677,0.04,306.4232,1779893414.0778
678,0.039,306.5786,1779893414.1866
679,0.039,306.9106,1779893414.2947
680,0.039,307.109,1779893414.4032
681,0.039,307.2379,1779893414.5122
682,0.039,307.1596,1779893414.62
683,0.039,307.2408,1779893414.7278
684,0.039,307.147,1779893414.8357
685,0.039,307.199,1779893414.9445
686,0.038,307.2723,1779893415.0522
687,0.038,307.2727,1779893415.1603
688,0.038,307.2047,1779893415.2682
689,0.038,307.1517,1779893415.376
690,0.038,306.8721,1779893415.4847
691,0.038,306.8559,1779893415.5938
692,0.038,306.8486,1779893415.702
693,0.038,307.0212,1779893415.8107
694,0.038,307.0672,1779893415.9188
695,0.038,307.2438,1779893416.0267
696,0.039,307.4146,1779893416.1352
697,0.039,307.5889,1779893416.2433
698,0.04,308.0144,1779893416.3513
699,0.04,308.2035,1779893416.4592
700,0.041,308.239,1779893416.5676
701,0.041,308.2207,1779893416.6758
702,0.041,308.1402,1779893416.7842
703,0.042,308.1135,1779893416.8926
704,0.042,308.1227,1779893417.0003
705,0.042,308.0791,1779893417.1084
706,0.042,308.1058,1779893417.2161
707,0.042,308.1417,1779893417.3236
708,0.043,308.3554,1779893417.4311
709,0.044,308.7415,1779893417.5392
710,0.045,309.5116,1779893417.6485
711,0.046,310.0131,1779893417.7564
712,0.047,310.4953,1779893417.8642
713,0.048,310.7118,1779893417.9725
714,0.049,310.7583,1779893418.0811
715,0.05,310.8065,1779893418.1898
716,0.05,310.8431,1779893418.2977
