Frame,Force_N,Mag_Pixels,Timestamp
58,0.0,302.821,1779894093.198
59,0.0,302.8903,1779894093.3071
60,0.0,302.8675,1779894093.4157
61,0.001,303.046,1779894093.5236
62,0.001,303.7563,1779894093.6328
63,0.001,303.7428,1779894093.7406
64,0.002,303.7293,1779894093.8487
65,0.002,303.8517,1779894093.9574
66,0.003,304.0607,1779894094.066
67,0.003,304.2676,1779894094.1759
68,0.004,304.2734,1779894094.2844
69,0.005,304.3058,1779894094.3926
70,0.006,304.6169,1779894094.5006
71,0.007,305.0789,1779894094.6091
72,0.008,305.3324,1779894094.7172
73,0.009,305.3116,1779894094.8252
74,0.01,305.3395,1779894094.9338
75,0.01,305.4351,1779894095.0426
76,0.011,305.8391,1779894095.1508
77,0.012,306.2215,1779894095.2592
78,0.013,306.254,1779894095.3681
79,0.014,306.2434,1779894095.4766
80,0.015,306.2549,1779894095.5851
81,0.016,306.4435,1779894095.6936
82,0.017,306.8057,1779894095.802
83,0.018,307.4422,1779894095.9114
84,0.02,307.5434,1779894096.0204
85,0.021,307.4898,1779894096.128
86,0.022,307.6035,1779894096.2368
87,0.023,307.7214,1779894096.3448
88,0.024,308.1037,1779894096.4527
89,0.025,308.4163,1779894096.5607
90,0.026,308.4704,1779894096.669
91,0.027,308.5288,1779894096.7773
92,0.028,308.6041,1779894096.8856
93,0.029,309.0804,1779894096.9945
94,0.03,309.6271,1779894097.1022
95,0.031,309.8046,1779894097.2097
96,0.032,309.7734,1779894097.3181
97,0.033,309.8384,1779894097.4263
98,0.034,309.9493,1779894097.5343
99,0.036,310.052,1779894097.6423
100,0.037,310.3025,1779894097.7503
101,0.038,310.5968,1779894097.8586
102,0.039,310.6693,1779894097.9663
103,0.04,310.7108,1779894098.0751
104,0.041,311.0527,1779894098.1837
105,0.042,311.4308,1779894098.2923
106,0.043,311.3852,1779894098.4007
107,0.044,311.4794,1779894098.5098
108,0.044,311.4681,1779894098.6188
109,0.045,311.6935,1779894098.7267
110,0.046,311.7968,1779894098.8352
111,0.047,311.8229,1779894098.9436
112,0.047,311.7836,1779894099.0519
113,0.048,312.1085,1779894099.1609
114,0.049,312.0958,1779894099.2688
115,0.05,312.0998,1779894099.3765
116,0.05,312.0946,1779894099.4851
117,0.05,312.0353,1779894099.5927
118,0.051,312.1022,1779894099.7005
119,0.051,312.2124,1779894099.8088
120,0.052,312.1203,1779894099.9171
121,0.052,312.2405,1779894100.0257
122,0.052,312.2369,1779894100.1341
123,0.052,312.2105,1779894100.2404
124,0.053,312.1756,1779894100.3482
125,0.053,312.2999,1779894100.456
126,0.053,312.3741,1779894100.5639
127,0.053,312.5277,1779894100.6721
128,0.053,312.4885,1779894100.7802
129,0.054,312.4606,1779894100.8887
130,0.054,312.4389,1779894100.9948
131,0.054,312.5067,1779894101.102
132,0.054,312.4915,1779894101.2101
133,0.054,312.4748,1779894101.3181
134,0.054,312.5565,1779894101.4266
135,0.054,312.5082,1779894101.5358
136,0.054,312.5181,1779894101.6439
137,0.054,312.5255,1779894101.7518
138,0.054,312.5324,1779894101.8594
139,0.055,312.5418,1779894101.9676
140,0.055,312.4424,1779894102.0758
141,0.055,312.5091,1779894102.1845
142,0.055,312.5986,1779894102.2904
143,0.055,312.5644,1779894102.3979
144,0.055,312.6064,1779894102.5053
145,0.055,312.563,1779894102.6132
146,0.055,312.5594,1779894102.7214
147,0.055,312.5135,1779894102.8295
148,0.055,312.5742,1779894102.9375
149,0.055,312.5627,1779894103.0469
150,0.055,312.5736,1779894103.1544
151,0.055,312.5908,1779894103.2627
152,0.054,312.5926,1779894103.3708
153,0.054,312.5424,1779894103.4792
154,0.054,312.69,1779894103.5873
155,0.054,312.6816,1779894103.6953
156,0.054,312.6042,1779894103.8031
157,0.054,312.5348,1779894103.9109
158,0.054,312.5812,1779894104.0187
159,0.054,312.5839,1779894104.1261
160,0.054,312.6225,1779894104.2341
161,0.055,312.6737,1779894104.3428
162,0.055,312.9005,1779894104.4513
163,0.055,313.2348,1779894104.5605
164,0.056,313.1637,1779894104.6685
165,0.056,313.2973,1779894104.7762
166,0.057,313.5668,1779894104.884
167,0.057,313.587,1779894104.9922
168,0.058,313.657,1779894105.1004
169,0.058,313.7945,1779894105.2086
170,0.059,314.2713,1779894105.3166
171,0.059,314.3732,1779894105.4245
172,0.06,314.3652,1779894105.5328
173,0.06,314.4921,1779894105.6405
174,0.061,314.4946,1779894105.7481
175,0.061,314.4501,1779894105.8553
176,0.062,314.1848,1779894105.9637
177,0.063,314.3624,1779894106.0714
178,0.064,314.6986,1779894106.179
179,0.064,314.8576,1779894106.2877
180,0.065,314.9948,1779894106.3966
181,0.066,315.3859,1779894106.5049
182,0.066,315.4422,1779894106.6127
183,0.067,315.4723,1779894106.7214
184,0.067,315.4354,1779894106.8309
185,0.067,315.4252,1779894106.9386
186,0.068,315.4743,1779894107.0464
187,0.068,315.4595,1779894107.1542
188,0.068,315.5771,1779894107.262
189,0.068,315.5367,1779894107.3705
190,0.069,315.5681,1779894107.4785
191,0.069,315.5465,1779894107.5867
192,0.069,315.4492,1779894107.6956
193,0.069,315.346,1779894107.8036
194,0.069,315.2256,1779894107.912
195,0.07,315.4751,1779894108.0198
196,0.07,315.5402,1779894108.1275
197,0.07,315.5135,1779894108.2354
198,0.07,315.4418,1779894108.3431
199,0.07,315.546,1779894108.4511
200,0.07,315.4254,1779894108.5589
201,0.07,315.4495,1779894108.6667
202,0.07,315.5032,1779894108.775
203,0.07,315.4863,1779894108.8834
204,0.07,315.5787,1779894108.9928
205,0.07,315.5353,1779894109.1007
206,0.07,315.5598,1779894109.2084
207,0.07,315.5274,1779894109.3163
208,0.07,315.6201,1779894109.4243
209,0.07,315.5767,1779894109.5306
210,0.07,315.5272,1779894109.6385
211,0.07,315.5519,1779894109.746
212,0.07,315.5328,1779894109.853
213,0.07,315.5392,1779894109.9616
214,0.07,315.58,1779894110.0696
215,0.07,315.6012,1779894110.1776
216,0.07,315.5413,1779894110.2858
217,0.07,315.6603,1779894110.3948
218,0.07,315.5791,1779894110.5042
219,0.07,315.6085,1779894110.6128
220,0.07,315.6123,1779894110.7215
221,0.07,315.7178,1779894110.8296
222,0.071,315.7937,1779894110.9372
223,0.071,315.8111,1779894111.0458
224,0.071,315.8282,1779894111.1541
225,0.071,316.6589,1779894111.2629
226,0.071,316.6128,1779894111.3707
227,0.072,316.0588,1779894111.4785
228,0.072,316.695,1779894111.587
229,0.072,316.5618,1779894111.6959
230,0.072,316.5781,1779894111.8059
231,0.072,316.5216,1779894111.9143
232,0.072,316.6534,1779894112.0223
233,0.072,316.6311,1779894112.1298
234,0.072,316.6732,1779894112.2382
235,0.073,316.6829,1779894112.3467
236,0.073,316.6939,1779894112.455
237,0.073,316.7517,1779894112.5632
238,0.073,316.7465,1779894112.6711
239,0.073,316.7044,1779894112.7788
240,0.073,316.732,1779894112.8875
241,0.073,316.9125,1779894112.9961
242,0.073,316.8275,1779894113.1045
243,0.073,316.8917,1779894113.2128
244,0.073,316.7843,1779894113.3217
245,0.073,316.8726,1779894113.4311
246,0.073,316.9136,1779894113.5407
247,0.073,316.7896,1779894113.6492
248,0.073,316.7968,1779894113.7577
249,0.073,316.8781,1779894113.8662
250,0.073,316.7477,1779894113.9749
251,0.073,316.7696,1779894114.0832
252,0.073,316.9009,1779894114.1916
253,0.073,316.7632,1779894114.2991
254,0.073,316.8319,1779894114.409
255,0.073,316.9105,1779894114.5181
256,0.073,316.889,1779894114.6265
257,0.072,316.9267,1779894114.7343
258,0.072,316.9915,1779894114.8427
259,0.072,316.9732,1779894114.9514
260,0.072,317.114,1779894115.0619
261,0.072,317.0389,1779894115.1713
262,0.072,317.0005,1779894115.2801
263,0.072,316.9827,1779894115.3885
264,0.072,316.9177,1779894115.4969
265,0.071,316.8947,1779894115.6058
266,0.071,316.963,1779894115.7151
267,0.071,316.9039,1779894115.8238
268,0.071,316.9721,1779894115.9329
269,0.071,316.9244,1779894116.0407
270,0.071,316.9039,1779894116.1485
271,0.071,316.8347,1779894116.257
272,0.071,316.8518,1779894116.3658
273,0.071,316.819,1779894116.4747
274,0.07,316.8561,1779894116.5832
275,0.07,316.9571,1779894116.6917
276,0.07,316.8269,1779894116.8005
277,0.07,316.8064,1779894116.9084
278,0.07,316.6624,1779894117.0169
279,0.07,316.822,1779894117.125
280,0.07,316.8241,1779894117.233
281,0.07,316.7945,1779894117.3413
282,0.07,316.8271,1779894117.4493
283,0.07,316.6702,1779894117.5577
284,0.07,316.789,1779894117.6659
285,0.07,316.776,1779894117.7739
286,0.07,316.7647,1779894117.8828
287,0.07,316.7859,1779894117.9914
288,0.07,316.6496,1779894118.0994
289,0.07,316.6998,1779894118.2077
290,0.07,316.6036,1779894118.3158
291,0.07,316.6518,1779894118.4248
292,0.07,316.6438,1779894118.5336
293,0.07,316.646,1779894118.6422
294,0.07,316.7115,1779894118.7514
295,0.07,316.5215,1779894118.8602
296,0.07,316.7198,1779894118.9685
297,0.07,316.5529,1779894119.0768
298,0.07,316.6977,1779894119.185
299,0.07,316.7338,1779894119.2934
300,0.07,316.5996,1779894119.4012
301,0.07,316.6958,1779894119.5097
302,0.07,316.5401,1779894119.6187
303,0.07,316.5039,1779894119.7275
304,0.07,316.4278,1779894119.8365
305,0.07,316.4452,1779894119.9448
306,0.07,316.3232,1779894120.0529
307,0.07,316.5231,1779894120.1611
308,0.07,316.3614,1779894120.2695
309,0.07,316.5411,1779894120.38
310,0.07,316.4998,1779894120.4909
311,0.07,316.4823,1779894120.5995
312,0.07,316.4478,1779894120.7079
313,0.07,316.4131,1779894120.816
314,0.07,316.4359,1779894120.9239
315,0.07,316.5043,1779894121.0323
316,0.07,316.4668,1779894121.14
317,0.07,316.3464,1779894121.2484
318,0.07,316.3961,1779894121.3574
319,0.07,316.5613,1779894121.4658
320,0.07,316.4,1779894121.5738
321,0.07,316.4245,1779894121.6821
322,0.07,316.4713,1779894121.7895
323,0.07,316.4058,1779894121.8974
324,0.07,316.4675,1779894122.0062
325,0.071,316.3392,1779894122.1148
326,0.071,316.4399,1779894122.2227
327,0.071,316.3875,1779894122.3327
328,0.071,316.4495,1779894122.4422
329,0.07,316.3063,1779894122.5505
330,0.07,316.4365,1779894122.6593
331,0.07,316.4449,1779894122.7681
332,0.07,316.4131,1779894122.8768
333,0.07,316.346,1779894122.9854
334,0.07,316.4071,1779894123.0942
335,0.07,316.5152,1779894123.2029
336,0.07,316.4228,1779894123.3111
337,0.07,316.4274,1779894123.4192
338,0.07,316.4135,1779894123.5277
339,0.07,316.4849,1779894123.6362
340,0.07,316.5208,1779894123.7443
341,0.07,316.2918,1779894123.8542
342,0.071,316.3948,1779894123.9635
343,0.071,316.4516,1779894124.0722
344,0.071,316.3749,1779894124.1803
345,0.071,316.5133,1779894124.2885
346,0.071,316.3871,1779894124.3971
347,0.071,316.307,1779894124.5062
348,0.071,316.3436,1779894124.6144
349,0.071,316.3715,1779894124.7228
350,0.071,316.4538,1779894124.8313
351,0.071,316.2912,1779894124.9398
352,0.071,316.3318,1779894125.049
353,0.071,316.3183,1779894125.1569
354,0.071,316.2672,1779894125.2654
355,0.071,316.3697,1779894125.3736
356,0.071,316.2609,1779894125.4821
357,0.071,316.3528,1779894125.5908
358,0.071,316.2917,1779894125.6991
359,0.071,316.3127,1779894125.807
360,0.071,316.4739,1779894125.9147
361,0.071,316.4616,1779894126.0229
362,0.071,316.5126,1779894126.1309
363,0.071,316.4351,1779894126.2391
364,0.071,316.5027,1779894126.3476
365,0.071,316.4833,1779894126.4563
366,0.071,316.4835,1779894126.5644
367,0.071,316.4243,1779894126.6719
368,0.071,316.4212,1779894126.7809
369,0.071,316.5375,1779894126.8905
370,0.071,316.3277,1779894126.9988
371,0.071,316.3087,1779894127.1069
372,0.071,316.3643,1779894127.2148
373,0.071,316.3116,1779894127.3231
374,0.071,316.379,1779894127.4313
375,0.071,316.3648,1779894127.5398
376,0.071,316.3546,1779894127.6478
377,0.071,316.3001,1779894127.7559
378,0.071,316.3592,1779894127.8643
379,0.071,316.3483,1779894127.9723
380,0.071,316.3082,1779894128.0805
381,0.071,316.2798,1779894128.1885
382,0.071,316.2934,1779894128.2963
383,0.071,316.2453,1779894128.4052
384,0.071,316.1003,1779894128.5127
385,0.072,315.9412,1779894128.6213
386,0.073,316.7109,1779894128.7299
387,0.074,316.6051,1779894128.839
388,0.074,316.6005,1779894128.9479
389,0.075,316.7561,1779894129.0564
390,0.076,317.1477,1779894129.1645
391,0.078,317.5658,1779894129.2729
392,0.079,317.804,1779894129.3812
393,0.08,318.3944,1779894129.4895
394,0.08,318.3995,1779894129.598
395,0.081,317.1405,1779894129.7064
396,0.081,316.6912,1779894129.8149
397,0.081,316.8498,1779894129.9235
398,0.079,316.4255,1779894130.0321
399,0.078,315.6078,1779894130.1405
400,0.077,315.1197,1779894130.249
401,0.075,315.1714,1779894130.3573
402,0.074,314.154,1779894130.4656
403,0.072,313.683,1779894130.5745
404,0.071,313.802,1779894130.6837
405,0.069,312.882,1779894130.7905
406,0.067,312.0763,1779894130.8984
407,0.065,312.2264,1779894131.0063
408,0.063,311.863,1779894131.1144
409,0.061,310.8201,1779894131.2223
410,0.059,310.8447,1779894131.3305
411,0.057,310.9261,1779894131.4389
412,0.055,310.189,1779894131.5473
413,0.051,309.484,1779894131.656
414,0.049,309.3791,1779894131.7636
415,0.047,308.9365,1779894131.8719
416,0.045,307.9591,1779894131.9799
417,0.043,308.2401,1779894132.088
418,0.042,308.3645,1779894132.197
419,0.04,308.1483,1779894132.3053
420,0.039,307.821,1779894132.4127
421,0.037,307.8594,1779894132.5213
422,0.036,307.7792,1779894132.6288
423,0.035,307.6062,1779894132.737
424,0.033,307.5528,1779894132.8464
425,0.032,307.3944,1779894132.9543
426,0.031,307.1149,1779894133.0621
427,0.03,307.0428,1779894133.1704
428,0.028,306.9798,1779894133.2786
429,0.027,306.5017,1779894133.3875
430,0.026,305.977,1779894133.4965
431,0.024,305.7726,1779894133.6048
432,0.023,306.1614,1779894133.7127
433,0.022,305.7586,1779894133.821
434,0.021,305.6037,1779894133.9295
435,0.02,305.6139,1779894134.0394
436,0.019,305.5355,1779894134.1471
437,0.018,304.9453,1779894134.2551
438,0.017,304.9896,1779894134.3632
439,0.015,305.1179,1779894134.4711
440,0.014,304.7514,1779894134.5797
441,0.013,304.5001,1779894134.6879
442,0.012,304.4564,1779894134.7962
443,0.01,304.5514,1779894134.9036
444,0.009,304.7232,1779894135.0118
445,0.008,304.7085,1779894135.1203
446,0.007,304.6935,1779894135.2293
447,0.007,304.7805,1779894135.3369
448,0.006,304.8362,1779894135.4457
449,0.005,304.8011,1779894135.5543
450,0.005,304.7288,1779894135.6621
451,0.004,304.7383,1779894135.7711
452,0.004,304.7139,1779894135.8792
453,0.004,304.6458,1779894135.9871
454,0.003,304.6501,1779894136.0954
455,0.003,304.6487,1779894136.2035
456,0.003,304.6682,1779894136.3114
457,0.002,304.6076,1779894136.4216
458,0.002,304.5414,1779894136.5314
459,0.002,304.5915,1779894136.6398
460,0.002,304.5759,1779894136.7477
461,0.001,304.5268,1779894136.8555
462,0.001,304.5151,1779894136.9633
463,0.001,304.5145,1779894137.0708
464,0.001,304.4311,1779894137.1792
465,0.001,304.1533,1779894137.2875
466,0.001,304.0001,1779894137.3956
467,0.001,304.2482,1779894137.5037
468,0.001,304.3785,1779894137.612
469,0.001,304.5174,1779894137.7197
470,0.001,304.4945,1779894137.8282
471,0.0,304.4945,1779894137.9361
472,0.0,304.4823,1779894138.0444
473,0.0,304.4625,1779894138.1524
474,0.0,304.5161,1779894138.261
475,0.0,304.4571,1779894138.369
476,0.0,304.4426,1779894138.4775
477,0.0,304.4438,1779894138.5857
478,0.0,304.4843,1779894138.6937
479,0.0,304.4199,1779894138.802
480,0.0,304.4529,1779894138.9099
481,0.0,304.4497,1779894139.0195
482,0.0,304.4101,1779894139.1285
483,0.0,304.4497,1779894139.2369
484,0.0,304.4241,1779894139.3455
485,0.0,304.4138,1779894139.4538
486,0.0,304.4214,1779894139.5618
487,0.0,304.4098,1779894139.6709
488,0.0,304.4165,1779894139.7784
489,0.0,304.4183,1779894139.8864
490,0.0,304.3981,1779894139.9942
491,0.0,304.4062,1779894140.1025
492,0.0,304.5202,1779894140.211
493,0.0,304.4594,1779894140.3197
494,0.0,304.4294,1779894140.4284
495,0.0,304.5129,1779894140.5364
496,0.0,304.4916,1779894140.6447
497,0.0,304.5113,1779894140.7531
498,0.0,304.4885,1779894140.8611
499,0.0,304.44,1779894140.9697
500,0.0,304.4677,1779894141.0779
501,0.0,304.4033,1779894141.1866
502,0.0,304.504,1779894141.2953
503,0.0,304.4029,1779894141.4026
504,0.0,304.4238,1779894141.5101
505,0.0,304.3131,1779894141.6189
506,0.0,304.2383,1779894141.7274
507,0.0,304.3392,1779894141.8357
508,0.0,304.2134,1779894141.9443
509,0.0,304.2754,1779894142.0522
510,0.0,304.316,1779894142.1603
511,0.0,304.276,1779894142.2684
512,0.0,304.2783,1779894142.3765
513,0.0,304.1313,1779894142.4846
514,0.0,304.1587,1779894142.5932
515,0.0,304.0973,1779894142.7013
516,0.0,304.147,1779894142.8097
517,0.0,304.1205,1779894142.9184
518,0.0,304.0825,1779894143.027
519,0.0,303.9486,1779894143.1357
520,0.0,303.8395,1779894143.244
521,0.0,303.5108,1779894143.3531
522,0.0,303.2692,1779894143.4607
523,0.0,302.8864,1779894143.5691
524,0.0,302.5565,1779894143.6779
525,0.0,301.8458,1779894143.7861
526,0.0,300.5597,1779894143.8942
527,0.0,299.1496,1779894144.0024
528,0.0,297.5401,1779894144.1108
529,0.0,295.0209,1779894144.2192
530,0.0,293.0736,1779894144.3274
531,0.0,291.0886,1779894144.4363
532,0.0,289.3523,1779894144.545
533,0.0,287.6256,1779894144.6529
534,0.0,287.1468,1779894144.7612
535,0.0,287.1764,1779894144.8698
536,0.0,287.1908,1779894144.9782
537,0.0,287.5476,1779894145.0862
538,0.0,287.823,1779894145.1943
539,0.0,287.9806,1779894145.3029
540,0.0,287.9351,1779894145.4114
541,0.0,288.0285,1779894145.5198
542,0.0,287.7633,1779894145.6279
543,0.0,287.5795,1779894145.7359
544,0.0,287.3369,1779894145.8454
545,0.0,287.1053,1779894145.9538
546,0.0,287.3156,1779894146.061
